faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
6,8.0,431,0.0,3600.2,4285.4,9.6794,26.866,42.336,3000.0,73.992,120.41,0.20549,73.113,50.149,2920.6,25.708,49.675,3445.6,23.719,67.377,461.92,308.26,95.662,72.983,24.229,8.636,35.591,6.9446,19.364,1.5068,21.629,13.397,37.949,1.2684,19.024,1.9435,3.4432,1.6062,0.024025,1.0354,0.10057,55.067,43.302,64.881,44.483,100.0,100.0,-0.016823,3.0801,38.538,45.782,100.23,100.04,-0.0021061
6,8.0,455,0.0,3600.2,4285.4,9.6794,26.866,42.336,3000.0,73.992,120.41,0.20549,73.113,50.149,2920.6,25.708,49.675,3445.6,23.719,67.377,461.92,308.26,95.662,72.983,24.512,8.6587,35.892,7.0245,18.992,1.5093,21.764,13.545,38.012,1.1959,18.793,1.9873,3.5388,1.565,0.016555,1.06,0.1104,55.127,43.403,65.606,42.744,100.0,100.0,-0.016823,0.10837,38.538,45.782,100.23,100.05,-0.0021061
6,8.0,460,0.0,3600.2,4285.4,9.6794,26.866,42.336,3000.0,73.992,120.41,0.20549,73.113,50.149,2920.6,25.708,49.675,3445.6,23.719,67.377,461.92,308.26,95.662,72.983,24.583,8.6985,35.136,7.0044,19.148,1.4795,21.747,13.489,37.821,1.4296,18.915,1.9817,3.4525,1.6474,0.018129,1.0291,0.1061,54.033,43.526,63.691,43.19,100.0,100.0,-0.016823,0.0,38.538,45.782,100.24,100.05,-0.0021061
6,8.0,464,0.0,3600.2,4285.4,9.6794,26.866,42.336,3000.0,73.992,120.41,0.20549,73.113,50.149,2920.6,25.708,49.675,3445.6,23.719,67.377,461.92,308.26,95.662,72.983,24.517,8.4848,35.134,6.9818,18.968,1.4924,21.362,13.448,38.049,1.1806,18.303,1.9777,3.5438,1.5554,0.018682,1.0446,0.10727,54.687,42.031,64.746,43.039,100.0,100.0,-0.016823,2.158,38.538,45.782,100.24,100.05,-0.0021061
6,9.0,40,0.0029015,3654.3,4449.9,9.6968,26.922,42.452,2723.5,74.58,120.39,0.30634,80.331,49.754,2649.3,25.421,50.638,3137.2,22.698,65.398,231.95,326.97,95.124,77.536,30.154,8.9625,27.731,6.8025,19.515,1.6445,30.503,13.398,25.501,1.5232,18.897,2.2122,4.8619,2.3506,0.01261,0.8399,0.083291,53.875,43.82,62.895,53.228,87.68,62.178,19.322,37.512,37.375,48.011,47.172,40.133,18.756
6,9.0,66,-0.002064,3666.9,4455.3,9.6519,26.523,41.9,2804.5,75.842,120.38,0.28527,78.326,50.018,2729.4,23.425,50.082,3224.9,22.095,64.838,263.89,322.79,95.013,76.452,28.552,8.6852,30.426,6.7191,18.824,1.5831,27.42,13.551,30.243,1.2412,19.145,2.1706,4.4854,2.068,0.03367,0.87619,0.10299,53.075,44.363,62.035,52.679,99.937,62.386,19.165,34.411,38.153,46.723,53.461,39.874,20.774
6,9.0,83,0.0019795,3675.9,4394.3,9.4234,26.582,41.98,2837.2,75.898,120.4,0.25835,77.312,49.65,2760.6,25.579,48.954,3264.7,22.69,65.495,308.14,316.61,95.498,75.464,27.705,8.4252,31.421,6.9224,19.101,1.5786,25.907,13.502,32.416,1.4558,18.959,2.1,4.291,2.0087,0.024586,0.92075,0.081252,54.353,43.535,62.377,52.469,99.503,59.927,18.465,31.519,37.069,44.114,63.188,39.122,20.023
6,9.0,94,-6.5384e-05,3619.8,4384.9,9.2034,26.761,42.058,2856.5,75.471,120.39,0.26178,76.98,49.441,2777.7,25.458,47.84,3292.8,23.094,66.588,350.54,310.58,95.754,74.923,26.498,8.6344,31.493,7.1232,19.377,1.5659,24.883,13.412,33.036,1.3731,19.253,2.0822,4.0984,1.7653,0.013547,0.95721,0.089495,54.816,43.272,62.307,52.278,99.669,60.852,17.22,32.995,36.454,41.535,74.913,38.446,19.51
6,9.0,96,9.5753e-05,3602.7,4390.4,9.3547,27.116,41.693,2860.6,74.743,120.39,0.23688,76.578,50.955,2781.7,27.862,49.16,3296.0,22.093,66.759,361.99,310.72,96.03,74.756,26.514,8.9306,32.15,6.8449,19.488,1.5518,24.736,13.593,32.981,1.4631,19.826,2.0562,4.0969,1.8786,0.012063,0.96343,0.12002,54.974,43.671,61.682,52.185,99.728,60.833,17.65,29.884,40.91,44.589,77.481,38.404,22.024
6,9.0,257,0.0,3590.0,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444.0,22.87,67.422,461.25,308.6,95.864,73.161,24.186,8.6851,35.334,6.9137,18.621,1.5128,21.294,13.447,38.49,1.3221,18.408,1.9449,3.5411,1.5267,0.051543,1.0391,0.11393,54.529,42.048,64.468,48.988,100.0,68.897,-0.021882,3.2489,39.127,44.979,100.12,-0.014871,23.683
6,9.0,362,0.0,3590.0,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444.0,22.87,67.422,461.25,308.6,95.864,73.161,24.715,8.757,35.821,6.8646,18.871,1.4885,21.374,13.334,38.755,1.3989,17.785,1.9339,3.5447,1.4376,0.02164,1.0345,0.097631,54.517,43.143,66.424,48.226,100.0,74.293,-0.021882,0.0,39.127,44.979,100.18,-0.026896,25.042
6,9.0,363,0.0,3590.0,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444.0,22.87,67.422,461.25,308.6,95.864,73.161,24.948,8.6152,34.977,6.9208,19.191,1.4746,21.592,13.423,37.943,1.2943,18.449,1.935,3.5294,1.5856,0.02164,1.0345,0.097631,54.517,43.143,65.924,48.354,100.0,74.345,-0.021882,0.0,39.127,44.979,100.18,-0.02701,25.055
6,9.0,453,0.0,3590.0,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444.0,22.87,67.422,461.25,308.6,95.864,73.161,24.696,8.8058,34.951,6.9243,19.614,1.4999,21.445,13.434,37.835,1.5016,18.242,1.9397,3.4164,1.5963,0.031739,1.0484,0.098721,53.893,42.935,68.068,45.484,100.0,78.971,-0.021882,0.0,39.127,44.979,100.23,-0.037317,26.22
6,9.0,489,0.0,3590.0,4245.9,9.4729,26.855,42.272,3000.1,74.593,120.39,0.21415,72.901,50.349,2920.4,26.171,49.328,3444.0,22.87,67.422,461.25,308.6,95.864,73.161,24.292,8.7074,35.421,6.8651,19.217,1.4551,21.884,13.31,38.042,1.2564,18.657,1.9437,3.4872,1.5122,0.0090853,1.0249,0.11052,55.166,42.466,69.019,44.987,100.0,80.821,-0.021882,3.9832,39.127,44.979,100.25,-0.04144,26.687
6,10.0,11,0.24696,3604.6,4481.6,9.3631,26.484,42.117,2706.1,75.08,120.38,0.33313,79.875,48.62,2634.5,25.127,51.016,3102.0,22.368,65.573,231.68,342.09,94.633,77.448,32.136,8.9761,26.825,6.8552,18.976,1.651,33.276,13.746,23.901,1.1982,18.831,2.2807,4.7877,2.3702,0.027892,0.8476,0.094891,53.092,43.499,61.953,54.123,24.668,58.941,22.48,39.91,34.04,48.885,47.492,40.561,19.52
6,10.0,99,-0.0013542,3628.3,4308.6,9.0628,27.034,42.087,2848.4,75.978,120.43,0.24071,76.757,50.259,2769.6,24.86,50.098,3288.0,21.242,66.223,347.4,306.26,95.934,74.44,25.89,8.8833,31.961,6.8693,19.262,1.5535,24.052,13.631,32.836,1.306,20.049,2.0971,4.1338,1.9187,0.014288,1.025,0.12451,54.861,42.844,62.959,52.726,99.895,61.633,16.489,29.587,38.863,46.761,73.76,39.017,24.278
6,10.0,106,-0.00019662,3615.7,4329.3,9.2402,27.191,42.02,2858.3,75.345,120.36,0.2506,76.481,50.785,2776.1,25.699,49.913,3306.5,21.669,67.618,398.47,301.04,96.258,74.057,25.397,8.9427,32.433,7.0758,19.815,1.5788,23.2,13.469,33.398,1.6644,19.917,2.0774,4.143,1.8531,0.014398,1.0487,0.10319,54.799,43.453,61.677,51.892,99.804,62.84,15.405,32.473,40.41,46.333,88.563,36.955,23.585
6,10.0,114,-0.0011179,3623.9,4236.7,9.4854,26.693,42.379,2882.6,72.926,120.41,0.24298,76.063,53.542,2801.0,22.757,50.028,3335.8,21.668,69.018,437.55,298.8,96.13,73.822,25.066,8.7573,32.753,7.0599,20.316,1.5757,22.112,13.82,34.056,1.3411,20.518,2.0336,4.1238,1.8994,0.033468,1.0577,0.10903,53.876,43.128,62.11,50.54,99.802,59.329,14.912,31.091,48.523,46.599,100.09,37.484,23.919
6,10.0,123,0.00031925,3515.0,4224.0,9.4564,26.45,42.403,2921.4,73.828,120.39,0.23682,74.957,49.561,2839.9,24.953,50.777,3373.9,23.207,68.37,447.94,301.37,95.849,73.761,24.293,8.9271,33.796,7.0164,20.539,1.5613,21.266,13.628,35.053,1.4357,20.32,2.0651,3.9333,1.7333,0.018168,1.0568,0.11597,54.514,43.253,62.131,50.23,99.685,63.673,15.683,29.248,36.809,48.333,100.04,37.861,20.666
6,10.0,385,0.0,3604.6,4247.3,9.6952,26.897,42.401,3000.0,73.702,120.37,0.21275,72.833,50.302,2920.7,24.771,49.705,3443.9,22.499,67.267,463.4,309.71,95.573,73.322,25.218,8.532,35.364,6.6907,18.557,1.4884,22.04,13.611,38.032,1.2099,18.146,1.9819,3.4943,1.4826,0.014573,1.018,0.10493,55.019,43.065,71.455,51.27,100.0,100.0,-0.0024581,0.0,38.989,45.852,100.18,-0.087173,41.297
6,10.0,447,0.0,3604.6,4247.3,9.6952,26.897,42.401,3000.0,73.702,120.37,0.21275,72.833,50.302,2920.7,24.771,49.705,3443.9,22.499,67.267,463.4,309.71,95.573,73.322,25.156,8.5128,35.479,6.9383,18.962,1.4946,21.776,13.625,38.472,1.1909,18.654,1.9698,3.5609,1.4902,0.020631,1.0207,0.10547,55.323,42.848,76.157,50.631,100.0,100.0,-0.0024581,4.5624,38.989,45.852,100.21,-0.10794,45.87
6,11.0,16,0.28198,3647.7,4537.3,9.3543,27.172,42.313,2704.1,74.902,120.42,0.34371,80.112,48.101,2633.6,24.709,49.895,3102.7,23.864,65.665,231.67,341.64,94.64,77.652,31.925,8.9492,26.275,6.6909,18.629,1.6395,32.993,13.847,23.799,1.2033,18.553,2.2817,4.8413,2.3326,0.028682,0.83804,0.071724,53.201,43.245,63.593,53.76,27.949,59.519,22.248,41.08,32.511,46.291,47.531,41.677,15.94
6,11.0,67,0.00085542,3685.7,4438.2,9.4892,26.841,42.042,2812.8,75.659,120.39,0.30188,78.302,49.397,2738.4,23.646,50.469,3232.6,22.841,64.889,263.73,325.31,94.856,76.548,28.601,8.6057,30.084,7.2108,18.956,1.5842,28.199,13.328,29.769,1.1774,18.607,2.1705,4.4036,2.0654,0.033426,0.87024,0.089858,54.393,42.622,63.089,52.998,99.68,65.285,20.058,36.696,36.325,47.62,53.158,40.309,18.914
6,11.0,91,-0.00085074,3669.5,4396.7,9.3826,26.792,42.347,2867.9,75.941,120.42,0.23201,76.414,50.212,2790.8,24.317,49.961,3294.9,22.184,65.197,314.01,317.96,95.424,75.127,27.185,8.6117,31.825,6.9661,18.71,1.5578,25.282,13.536,33.109,1.4148,18.725,2.0925,4.129,1.8416,0.023569,0.94752,0.093802,53.785,43.06,63.163,53.257,99.862,59.154,19.438,29.174,38.724,46.443,64.166,40.233,21.505
6,11.0,128,0.00056814,3584.9,4188.1,9.4257,26.73,42.407,2934.4,73.653,120.38,0.22735,74.414,49.806,2852.5,25.829,52.146,3386.9,23.521,68.177,449.6,301.93,96.089,73.201,24.489,8.9314,33.684,7.002,20.125,1.5624,21.348,13.603,36.126,1.3859,19.589,2.0501,3.8212,1.7928,0.035975,1.0567,0.10487,54.719,43.395,62.315,50.264,99.707,62.129,16.178,28.113,37.529,51.501,100.02,36.901,20.209
6,11.0,298,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.618,8.6676,35.624,6.8271,18.969,1.44,21.063,13.528,38.37,1.1171,19.057,2.0251,3.4778,1.5211,0.029454,1.0727,0.10533,54.437,42.753,68.257,43.535,100.0,88.001,100.04,2.3449,38.606,45.846,100.17,19.904,-0.0022332
6,11.0,299,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.125,8.6307,35.642,6.9099,19.214,1.5395,20.906,13.486,38.273,1.3035,19.012,1.971,3.4709,1.4824,0.029454,1.0727,0.10533,54.437,42.753,68.169,44.836,100.0,88.156,100.04,0.20893,38.606,45.846,100.17,19.677,-0.0022332
6,11.0,315,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.052,8.8321,35.578,6.6217,18.99,1.4481,21.435,13.41,38.284,1.4319,18.785,1.9935,3.4906,1.5545,0.017515,1.0713,0.099538,54.884,42.751,69.907,44.028,100.0,90.635,100.04,2.0463,38.606,45.846,100.17,15.848,-0.0022332
6,11.0,318,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.584,8.5953,35.244,6.8241,19.51,1.5189,21.425,13.701,38.019,1.2507,19.468,2.0097,3.4954,1.5718,0.02463,1.0765,0.11005,54.703,42.715,70.99,44.111,100.0,91.1,100.04,0.0,38.606,45.846,100.18,15.09,-0.0022332
6,11.0,325,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.616,8.655,35.532,6.757,19.54,1.5061,20.895,13.67,37.968,1.2546,18.9,2.0133,3.4971,1.4776,0.015573,1.0757,0.10101,54.747,42.486,68.809,43.005,100.0,92.185,100.04,2.8463,38.606,45.846,100.18,13.272,-0.0022332
6,11.0,395,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.108,8.6917,35.867,6.787,19.38,1.5388,21.051,13.518,37.651,1.446,18.466,1.9809,3.4387,1.5746,0.023491,1.0708,0.11569,55.256,42.559,71.372,39.36,100.0,100.0,100.04,5.535,38.606,45.846,100.23,-0.0060402,-0.0022332
6,11.0,426,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.392,8.5528,35.409,6.794,19.337,1.5193,21.613,13.337,38.037,1.4553,18.927,1.9576,3.5023,1.5862,0.017567,1.0871,0.10164,55.493,42.12,73.1,37.135,100.0,100.0,100.04,3.5633,38.606,45.846,100.25,-0.0067629,-0.0022332
6,11.0,440,0.0,3584.7,4244.9,9.576,26.979,42.28,3000.1,73.772,120.4,0.22255,73.083,50.172,2919.9,23.913,49.703,3447.2,23.766,67.238,463.86,306.58,95.857,73.532,24.222,8.7894,35.278,6.841,19.394,1.5114,21.326,13.416,38.196,1.4125,19.141,1.9527,3.4422,1.5999,0.025896,1.0646,0.11289,54.453,42.893,72.601,37.943,100.0,100.0,100.04,0.72192,38.606,45.846,100.25,-0.0070893,-0.0022332
6,12.0,68,0.0022442,3685.2,4511.5,9.7059,27.091,42.252,2833.7,74.501,120.38,0.27932,77.618,49.049,2760.0,24.68,50.694,3250.1,22.108,64.26,258.8,328.1,94.731,76.015,29.29,8.5575,30.422,6.9739,18.994,1.5863,27.63,13.495,30.48,1.1232,18.577,2.1133,4.3616,2.0123,0.023498,0.86363,0.10266,54.135,43.936,62.37,53.589,99.468,64.306,21.148,33.125,35.302,48.139,51.456,40.875,20.758
6,12.0,126,0.00027757,3658.3,4200.4,9.4879,26.967,42.343,2931.6,73.216,120.41,0.24219,75.048,50.687,2850.2,25.841,49.453,3386.5,21.957,68.228,449.6,300.12,95.899,74.04,24.407,8.81,33.814,7.0314,20.343,1.567,21.385,13.837,35.868,1.5694,20.287,2.0489,3.9532,1.6764,0.012862,1.0555,0.094398,54.876,42.232,61.822,50.172,99.698,64.766,15.618,30.045,40.122,45.269,100.02,37.9,23.725
6,12.0,214,0.0,3570.7,4170.9,9.8225,26.94,42.441,3000.0,73.177,120.42,0.20618,73.285,50.241,2920.5,24.454,49.584,3445.9,21.685,67.407,461.45,308.95,95.533,73.454,24.774,8.6006,35.498,6.7155,19.453,1.4917,21.734,13.392,38.442,1.3256,18.253,1.9343,3.5166,1.5077,0.018582,1.0271,0.086759,54.357,42.44,66.916,50.122,100.0,82.313,100.02,4.0643,38.808,45.572,100.1,98.38,40.963
6,12.0,300,0.0,3570.7,4170.9,9.8225,26.94,42.441,3000.0,73.177,120.42,0.20618,73.285,50.241,2920.5,24.454,49.584,3445.9,21.685,67.407,461.45,308.95,95.533,73.454,24.674,8.5325,35.133,6.8268,19.288,1.4922,21.865,13.676,38.108,1.1694,18.356,2.0025,3.5401,1.6432,0.033479,1.0301,0.11272,55.272,42.382,70.29,49.266,100.0,100.0,100.02,0.45099,38.808,45.572,100.14,100.04,58.798
6,12.0,311,0.0,3570.7,4170.9,9.8225,26.94,42.441,3000.0,73.177,120.42,0.20618,73.285,50.241,2920.5,24.454,49.584,3445.9,21.685,67.407,461.45,308.95,95.533,73.454,24.181,8.5873,35.287,6.9708,18.997,1.54,21.805,13.489,37.644,1.4639,18.713,1.9997,3.4271,1.5025,0.013245,1.0152,0.099012,55.925,42.438,70.743,48.964,100.0,100.0,100.02,0.0,38.808,45.572,100.15,100.04,61.08
6,12.0,403,0.0,3570.7,4170.9,9.8225,26.94,42.441,3000.0,73.177,120.42,0.20618,73.285,50.241,2920.5,24.454,49.584,3445.9,21.685,67.407,461.45,308.95,95.533,73.454,24.973,8.5723,35.65,6.9631,19.066,1.5367,21.458,13.217,37.816,1.2647,18.457,1.9538,3.5877,1.5072,0.021902,1.0214,0.094743,54.188,42.441,74.594,45.407,100.0,100.0,100.02,1.5858,38.808,45.572,100.19,100.06,80.16
6,12.0,431,0.0,3570.7,4170.9,9.8225,26.94,42.441,3000.0,73.177,120.42,0.20618,73.285,50.241,2920.5,24.454,49.584,3445.9,21.685,67.407,461.45,308.95,95.533,73.454,24.81,8.8173,34.834,6.8281,18.787,1.5144,21.641,13.381,38.304,1.4433,18.452,1.9753,3.4872,1.5529,0.016017,1.0267,0.10994,55.358,42.215,76.822,46.873,100.0,100.0,100.02,0.0,38.808,45.572,100.21,100.07,85.966
6,12.0,478,0.0,3570.7,4170.9,9.8225,26.94,42.441,3000.0,73.177,120.42,0.20618,73.285,50.241,2920.5,24.454,49.584,3445.9,21.685,67.407,461.45,308.95,95.533,73.454,24.926,8.7433,35.138,6.8898,18.584,1.5235,21.525,13.41,37.723,1.2867,18.52,1.9774,3.4989,1.592,0.032003,1.0223,0.086495,55.466,43.046,80.027,44.58,100.0,100.0,100.02,4.2869,38.808,45.572,100.23,100.08,95.714
6,12.0,486,0.0,3570.7,4170.9,9.8225,26.94,42.441,3000.0,73.177,120.42,0.20618,73.285,50.241,2920.5,24.454,49.584,3445.9,21.685,67.407,461.45,308.95,95.533,73.454,25.123,8.733,35.365,6.7467,18.698,1.499,21.436,13.483,38.157,1.312,18.285,1.9574,3.4997,1.504,0.023172,1.038,0.10981,54.67,43.006,78.642,46.195,100.0,100.0,100.02,2.7203,38.808,45.572,100.23,100.08,97.373
6,13.0,1,0.24929,3646.6,4517.5,9.3401,26.968,42.251,2705.4,74.741,120.4,0.33574,80.163,49.479,2634.1,23.428,48.332,3101.9,22.855,65.743,230.38,341.65,94.602,77.304,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,63.352,53.882,24.765,63.149,22.479,40.232,36.568,42.673,47.44,41.027,18.323
6,13.0,47,0.00034223,3639.8,4405.0,9.6536,26.898,42.545,2735.2,74.41,120.38,0.33659,80.158,49.057,2659.0,24.269,49.543,3158.3,23.03,65.409,232.56,323.0,95.061,76.804,29.973,8.9424,28.649,6.7716,19.27,1.6339,29.704,13.586,26.409,1.2895,19.57,2.2937,4.8167,2.2615,0.021943,0.85225,0.10315,53.667,43.485,62.303,52.955,96.688,65.04,17.628,40.535,35.323,45.476,48.081,39.365,17.992
6,13.0,60,0.0010434,3655.5,4437.9,9.7772,26.697,42.167,2805.3,74.086,120.41,0.30048,78.624,49.159,2731.8,24.73,50.885,3221.6,22.804,64.619,250.79,327.91,94.629,76.728,29.096,8.5345,29.811,6.9068,18.786,1.6293,28.281,13.568,29.071,1.5023,18.708,2.1587,4.5841,2.126,-0.0063951,0.85097,0.11518,53.881,42.888,63.552,53.117,99.625,63.0,20.459,35.981,35.626,48.582,49.9,41.119,18.775
6,13.0,125,-0.00022227,3528.5,4208.4,9.5029,26.888,42.081,2933.0,73.376,120.37,0.23414,75.035,50.801,2852.4,24.597,48.544,3384.8,22.666,68.276,450.92,302.26,95.937,74.0,24.474,8.8788,33.698,6.8931,19.995,1.4888,21.585,13.519,35.707,1.4866,20.389,2.0534,3.8965,1.7443,0.022974,1.057,0.093666,54.028,42.735,61.577,50.103,99.795,63.663,16.314,29.937,40.458,43.164,99.809,37.659,21.98
6,13.0,189,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,25.077,8.6638,35.495,6.7298,19.117,1.5223,21.741,13.429,38.205,1.4761,18.212,1.9192,3.5303,1.6201,0.009872,1.0543,0.11148,55.216,42.821,68.328,50.849,100.0,73.547,2.194,11.415,38.77,46.1,100.09,6.1724,22.835
6,13.0,249,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,24.742,8.779,35.51,6.7691,18.946,1.4886,22.336,13.342,37.88,1.3295,18.521,1.9709,3.4522,1.5915,0.041048,1.0524,0.10635,54.57,43.156,70.977,50.548,100.0,85.006,-0.0051755,0.90364,38.77,46.1,100.12,-0.032197,23.709
6,13.0,275,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,24.709,8.6844,35.466,6.8402,19.405,1.517,21.994,13.41,38.179,1.2236,18.708,1.9652,3.5404,1.5556,0.01333,1.0314,0.097017,54.375,42.455,73.707,48.417,100.0,89.972,-0.0051755,0.0,38.77,46.1,100.14,-0.038878,24.088
6,13.0,293,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,24.743,8.5999,35.234,6.8168,18.695,1.4475,21.846,13.674,37.625,1.2841,18.768,1.9945,3.3748,1.5986,0.042701,1.0512,0.11048,54.456,42.708,74.083,47.684,100.0,93.409,-0.0051755,3.6261,38.77,46.1,100.15,-0.043503,24.35
6,13.0,314,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,24.712,8.8393,34.74,6.6747,18.944,1.4739,21.886,13.38,37.784,1.1441,18.59,1.9545,3.4617,1.4967,0.017576,1.0373,0.10908,55.33,42.581,76.305,47.714,100.0,97.42,-0.0051755,5.7573,38.77,46.1,100.16,-0.048899,24.656
6,13.0,316,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,25.246,8.6983,35.023,6.6747,18.957,1.4941,21.631,13.43,37.543,1.2508,18.932,2.0062,3.4696,1.5247,0.020077,1.0313,0.098428,53.76,43.475,76.917,48.067,100.0,97.802,-0.0051755,1.2932,38.77,46.1,100.16,-0.049413,24.685
6,13.0,344,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,24.861,8.7316,35.475,6.6312,18.926,1.5425,21.559,13.459,37.721,1.2832,18.836,1.9453,3.4944,1.5446,0.014065,1.0375,0.11055,54.345,42.764,78.452,47.524,100.0,100.0,-0.0051755,1.6372,38.77,46.1,100.17,-0.056608,25.092
6,13.0,394,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,24.556,8.6651,35.298,6.826,19.242,1.5082,21.708,13.523,37.704,1.2857,18.504,1.9588,3.4928,1.5803,0.015457,1.0411,0.10777,54.947,42.341,79.258,46.876,100.0,100.0,-0.0051755,0.7723,38.77,46.1,100.2,-0.069456,25.82
6,13.0,470,0.0,3569.4,4236.4,9.8413,26.891,42.384,3000.0,73.486,120.38,0.21485,73.105,50.228,2920.6,25.163,49.812,3445.0,22.86,67.343,462.34,309.08,95.662,73.338,24.978,8.6119,35.242,6.7897,18.989,1.5411,22.022,13.348,38.235,1.1638,18.196,1.9819,3.4924,1.694,0.030096,1.0396,0.096386,54.921,43.019,86.487,44.793,100.0,100.0,-0.0051755,5.3639,38.77,46.1,100.24,-0.088984,26.927
6,14.0,1,0.25064,3651.0,4499.0,9.3244,26.869,41.944,2705.4,74.828,120.42,0.33945,80.151,49.45,2634.2,25.519,49.239,3102.2,22.578,65.713,229.92,341.78,94.637,77.382,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,63.277,54.103,24.632,62.782,22.476,39.779,36.482,44.773,47.481,41.348,18.988
6,14.0,77,0.0004112,3653.1,4533.1,9.3907,26.773,42.295,2840.6,76.041,120.39,0.2475,77.284,51.464,2765.5,24.67,48.225,3263.1,23.629,64.712,279.12,322.91,95.081,75.637,27.869,8.4625,31.017,6.754,18.563,1.5461,27.495,13.344,31.36,1.3958,18.485,2.1607,4.266,1.9723,0.0037833,0.90209,0.09811,53.64,43.662,63.137,53.422,99.744,62.758,19.608,29.843,42.409,42.425,56.267,39.816,17.478
